NAME,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,INITIAL_STOCK,REMAINING_QUANTITY,SERIAL_NO,EXPIRY_DATE
DOXAFIN syrup 150mls,Ksh35.00,Yes,2039,,,
DOXYCYCLINE CAPS 100mg,Ksh300.00,Yes,204,,,
DR TOUX 100mls,Ksh1.50,Yes,2040,,,
DRESSING,Ksh170.00,Yes,2041,,,
DREZ V GEL 30g,Ksh30.00,Yes,2042,,,
DROTAVERIN HYDROCHLORIDE,Ksh340.00,Yes,2043,,,
DROX  500,Ksh5.00,Yes,2044,,,
DROX 250mg/5mls 100mls,Ksh15.00,Yes,2045,,,
DTS Z COMBIPACK,Ksh330.00,Yes,2046,,,
DTS Z kit ORS,Ksh45.00,Yes,2049,,,
DUFENAC 75mg,Ksh45.00,Yes,205,,,
DULCOLAX 5MG,Ksh12.00,Yes,2050,,,
DUO-COTECXIN 9'S,Ksh12.00,Yes,2051,,,
DUPHALAC SRP 200ML[LACTULOSE],Ksh304.00,Yes,2052,,,
DUPHASTON 10MG ,Ksh650.00,Yes,2053,,,
DURA TEARS OINT 3.5GM,Ksh63.00,Yes,2054,,,
DUSPATALIN MEBEVERINE 135MG,Ksh238.00,Yes,2056,,,
DUXCOSPAN PLUS,Ksh25.00,Yes,2058,,,
DUZAC 30 DULEXETIN HCL,Ksh14.00,Yes,2059,,,
DUZELA 60mg,Ksh47.00,Yes,206,,,
DUZELA* 20,Ksh20.00,Yes,2062,,,
DUZELLA 30MG,Ksh20.00,Yes,2063,,,
DYNACORT 18MG,Ksh44.00,Yes,2064,,,
DYNACORT 30mg,Ksh25.00,Yes,2065,,,
DYNACORT 6mg,Ksh45.00,Yes,2067,,,
DYNACORT 6MG 100mls,Ksh15.00,Yes,2069,,,
DYNAPAR Gel 30 grams,Ksh680.00,Yes,207,,,
DYNAPAR plus,Ksh180.00,Yes,2070,,,
DYNAPAR SPRAY 30mls,Ksh8.00,Yes,2071,,,
E45 CREAM 50GMS,Ksh590.00,Yes,2072,,,
EASCOF 100mls,Ksh100.00,Yes,2075,,,
EBASTINE SYR EROSTIN 60MLS,Ksh60.00,Yes,2076,,,
ECOFREE 120MG,Ksh400.00,Yes,2077,,,
ECOFREE 90MG ETORICOXIB,Ksh43.00,Yes,2078,,,
ECOFREE PLUS,Ksh39.00,Yes,2079,,,
ECONAZINE CREAM 10g,Ksh38.00,Yes,208,,,
EFLARON PLUS 100mls,Ksh100.00,Yes,2080,,,
EFLARON PLUS 15's,Ksh90.00,Yes,2081,,,
EFLARON TABS 200MG 1000'S,Ksh45.00,Yes,2082,,,
ELASTOPLAST-SUREPLAST,Ksh0.50,Yes,2083,,,
ELIXIR NEOGADINE 100MLS ,Ksh1.00,Yes,2084,,,
ELOCOM CREAM,Ksh300.00,Yes,2085,,,
ELYCORT CREAM 15grams,Ksh615.00,Yes,2086,,,
ELYCORT OINT 15G,Ksh55.00,Yes,209,,,
ELYFLOX 125/5ML 100mls Flucloxacilin,Ksh50.00,Yes,2090,,,
ELYMOL 100mls,Ksh85.00,Yes,2091,,,
ELYVATE CREAM 15G,Ksh28.00,Yes,2093,,,
ELYVATE OINT 15GMS,Ksh40.00,Yes,2094,,,
EMADINE DROPS 5mls,Ksh40.00,Yes,21,,,
EMADON 4MG,Ksh405.00,Yes,210,,,
EMADON* SYRUP 30MLS,Ksh10.00,Yes,2100,,,
EMANDON 4MG,Ksh300.00,Yes,2101,,,
EMANZEN FORTE 10MG,Ksh10.00,Yes,2102,,,
EMETON 60MLS,Ksh30.00,Yes,2103,,,
EMETON LOOSE 10MG PLASIL,Ksh56.00,Yes,2104,,,
EMITEL 400mg,Ksh0.20,Yes,2105,,,
EMITINO 30MLS,Ksh10.00,Yes,2107,,,
EMITINO 4mg,Ksh425.00,Yes,2108,,,
EMITINO 8mg,Ksh48.00,Yes,2109,,,
EMITOSS 30mls,Ksh65.00,Yes,211,,,
EMITOSS 4mg,Ksh240.00,Yes,2110,,,
EMPIGET 10mg,Ksh42.00,Yes,2111,,,
EMPIGET 25mg,Ksh68.00,Yes,2113,,,
ENALAPRIL CARDACE 10MG ,Ksh83.00,Yes,2114,,,
ENALAPRIL CARDACE 20MG,Ksh5.50,Yes,2116,,,
ENALAPRIL CARDACE 20MG ,Ksh8.00,Yes,2117,,,
ENALAPRIL ENAPRIL 10- INTAS ,Ksh11.00,Yes,2118,,,
ENALAPRIL ENAPRIL 20- INTAS ,Ksh10.00,Yes,2119,,,
ENALAPRIL ENAPRIL 5- INTAS ,Ksh19.00,Yes,2120,,,
ENALAPRIL ENCARDIL 10 ,Ksh5.00,Yes,2124,,,
ENALAPRIL PRILOTEN 10,Ksh3.00,Yes,2125,,,
ENALAPRIL PRILOTEN 5,Ksh4.00,Yes,2126,,,
ENALAPRIL VASOPRIL 5,Ksh2.50,Yes,2127,,,
ENARAPRIL ENCARDIL 10MG,Ksh2.50,Yes,2128,,,
ENARAPRIL* ENCARDIL 5MG,Ksh3.00,Yes,2129,,,
ENARIL 5mg Beximco,Ksh1.00,Yes,213,,,
ENAT 400mg,Ksh5.00,Yes,2131,,,
ENCORATE 500 MG,Ksh45.00,Yes,2132,,,
ENCORATE CHRONO 300,Ksh39.00,Yes,2133,,,
ENERVIT 60mls,Ksh32.00,Yes,2135,,,
ENERVIT MULTI VITAMINS LOOSE,Ksh30.00,Yes,2136,,,
ENERVIT MVIT 100mls,Ksh0.50,Yes,2137,,,
ENO LEMON satchets,Ksh40.00,Yes,214,,,
ENO TUMS 2'S,Ksh12.00,Yes,2140,,,
ENOXAPARIN ENOX 40mg/0.4ml,Ksh8.00,Yes,2141,,,
ENOXAPARIN ENOX 80mg/0.8mls,Ksh580.00,Yes,2142,,,
ENPRED 0.05% ENPRED 5MLS,"Ksh1,100.00",Yes,2143,,,
ENTAMAXIN 100mls,Ksh480.00,Yes,2144,,,
ENTAMAXIN 60mls,Ksh80.00,Yes,2145,,,
ENTAMAXIN caps,Ksh68.00,Yes,2146,,,
ENTAMIZOLE tabs,Ksh7.00,Yes,2147,,,
ENTEROGERMINA VIALS 5mls,Ksh14.00,Yes,2148,,,
ENTEZMA oint 30 Grams,Ksh67.00,Yes,2149,,,
ENZOFLAM tabs,Ksh160.00,Yes,215,,,
EPANUTIN 100MG,Ksh32.00,Yes,2150,,,
EPHEDRINE NASAL PAEDS 10MLS,Ksh10.00,Yes,2151,,,
EPHICOL COLDCAPS,Ksh28.00,Yes,2152,,,
EPIBALIN 150mg,Ksh4.20,Yes,2155,,,
EPIBALIN 25 MG NERVILLN,Ksh40.00,Yes,2156,,,
EPIBALIN 300mg,Ksh5.00,Yes,2157,,,
EPIBALIN 75mg caps,Ksh25.00,Yes,2158,,,
EPIDERM CREAM 15Grams,Ksh20.00,Yes,2159,,,
EPILIM 200mg tabs,Ksh50.00,Yes,216,,,
EPILIM CHRONO 300MG,Ksh10.00,Yes,2160,,,
EPILIM CHRONO 500,Ksh28.00,Yes,2162,,,
EPILIM SYRUP 300mls,Ksh54.00,Yes,2163,,,
EPIMAX  junior 400grams,"Ksh1,410.00",Yes,2165,,,
EPIMOL E 100Grams,"Ksh1,300.00",Yes,2167,,,
EPIMOL E 100grams soap,Ksh400.00,Yes,2168,,,
EPRIM plus 30's,Ksh435.00,Yes,2169,,,
EQUINERVE Tabs,"Ksh1,200.00",Yes,217,,,
EQURA 10% CREAM 15 Grams,Ksh40.00,Yes,2170,,,
EROSTIN 10MG,Ksh200.00,Yes,2172,,,
EROSTIN 60mls,Ksh33.00,Yes,2173,,,
EROSTINE 20,Ksh415.00,Yes,2174,,,
ERYTHROMYCIN 125mg/5mls 100mls,Ksh35.00,Yes,2176,,,
ERYTHROMYCIN 250MG,Ksh55.00,Yes,2177,,,
ERYTHROMYCIN 500mg,Ksh4.00,Yes,2179,,,
ERYTHROMYCIN ETHRO  100MLS,Ksh5.00,Yes,218,,,
ESCLAM  KIT 7 KITS,Ksh50.00,Yes,2180,,,
ESGLIP M 50/500mg,"Ksh2,018.00",Yes,2181,,,
ESOFAG Caps,Ksh15.00,Yes,2182,,,
ESOFAG Kit 7's,Ksh22.00,Yes,2183,,,
ESOMAC 20,Ksh900.00,Yes,2184,,,
ESOMAC 40mg,Ksh24.00,Yes,2185,,,
ESOMEPRAZOLE 20mg Generics,Ksh50.00,Yes,2186,,,
ESOMEPRAZOLE 40mg Generics,Ksh5.00,Yes,2187,,,
ESOMEPRAZOLE ESOFAST 40mg,Ksh5.00,Yes,2188,,,
ESOMEPRAZOLE ESOMEZOL 40,Ksh47.00,Yes,219,,,
ESOMEPRAZOLE ESOMEZOL20,Ksh18.00,Yes,2190,,,
ESOMEPRAZOLE ESOP 40MG ,Ksh12.00,Yes,2191,,,
ESOMEPRAZOLE ESOXIUM 40MG,Ksh20.00,Yes,2192,,,
ESOMEPRAZOLE IV 40mg,Ksh30.00,Yes,2193,,,
ESOP 40,Ksh120.00,Yes,2194,,,
ESOP 40 MG IV,Ksh20.00,Yes,2195,,,
ESOPRIDE 20,Ksh320.00,Yes,2196,,,
ESOPRIDE 40mg,Ksh35.00,Yes,2197,,,
ESOSE 20MG,Ksh30.00,Yes,2198,,,
ESOSE 40mg,Ksh26.00,Yes,2199,,,
ESOSE HP KIT,Ksh20.00,Yes,22,,,
ESTOVON CAPS,"Ksh1,500.00",Yes,220,,,
ETORIX 120,Ksh30.00,Yes,2200,,,
ETORIX 60mg,Ksh55.00,Yes,2201,,,
ETORIX 90 MG,Ksh15.00,Yes,2202,,,
EUTHROX 25Mcg,Ksh41.00,Yes,2203,,,
EUTHYROX 100mcg,Ksh12.00,Yes,2204,,,
EUTHYROX 50mcg,Ksh10.00,Yes,2205,,,
EUVITAN 60mls,Ksh10.00,Yes,2208,,,
EVIT 200,Ksh15.00,Yes,2209,,,
EVIT 400MG,Ksh14.00,Yes,221,,,
EVOFIX CEFIXIME 60 ML SUSP,Ksh18.00,Yes,2210,,,
"EVRA PATCH 3""S",Ksh165.00,Yes,2211,,,
EXEVATE MF OINT 20grams,"Ksh1,220.00",Yes,2212,,,
EXFORGE*AM/VALS/HCTZ NORVATIS,Ksh305.00,Yes,2213,,,
EXPLAT 75MG,Ksh20.00,Yes,2214,,,
EXTRAMMUNE 200mls,Ksh13.00,Yes,2215,,,
EYEVI antioxidant,Ksh490.00,Yes,2216,,,
EZO*20,Ksh10.00,Yes,2218,,,
FANSIDAR 3's,Ksh8.30,Yes,2219,,,
FAST ACT GEL 20GMS,Ksh30.00,Yes,222,,,
FASTUM GEL 20G,Ksh35.00,Yes,2220,,,
FEBRAMOL infusion 100MLS,Ksh280.00,Yes,2221,,,
FEBREX PLUS,Ksh70.00,Yes,2222,,,
FEBREX PLUS 60MLS,Ksh5.00,Yes,2223,,,
FEBREX PLUS SYRUP 100MLS,Ksh80.00,Yes,2224,,,
FEBREX TM,Ksh120.00,Yes,2226,,,
FEBUSTAL 40mg,Ksh24.00,Yes,2227,,,
FEFOL caps,Ksh37.00,Yes,2228,,,
FELAXIN SUSP 100mls cefalexin,Ksh7.00,Yes,2229,,,
FELIZ S 10,Ksh70.00,Yes,223,,,
FEMI GIRL CYPRESS 21'S,Ksh55.00,Yes,2233,,,
FEMIPILL TRIGESTREL 28'S,Ksh130.00,Yes,2235,,,
FEMIPLAN FP,Ksh95.00,Yes,2236,,,
FENPAR PARA/BRUF,Ksh55.00,Yes,2238,,,
FENZA softcaps mega,Ksh7.00,Yes,2241,,,
FERRO B 60mls,Ksh15.00,Yes,2242,,,
FERRO-B COMPLEX 100MLS ,Ksh42.00,Yes,2247,,,
FERROLIC LF IFAS,Ksh55.00,Yes,2248,,,
FERROSTAR SYRUP 150mls,Ksh2.00,Yes,2249,,,
FERROUS SULP 200MG LOOSE,Ksh160.00,Yes,225,,,
FERROUS SULPHATE LOOSE,Ksh0.20,Yes,2251,,,
FERTILION F CAPS,Ksh0.30,Yes,2252,,,
FERTILION M,Ksh42.00,Yes,2253,,,
FEVAPYN 60mls brufen,Ksh52.00,Yes,2254,,,
FEVAPYN EXTRA 100mls,Ksh21.00,Yes,2255,,,
FEXET 120mg,Ksh50.00,Yes,2256,,,
FEXET 180MG tab,Ksh30.00,Yes,2258,,,
FEXIDINE 120/180,Ksh78.00,Yes,2259,,,
FEXO 120/180mg*,Ksh15.00,Yes,226,,,
FHG,Ksh20.00,Yes,2261,,,
FILWEL Gold tablets,Ksh400.00,Yes,2262,,,
FINEMOX CV 1000,Ksh20.00,Yes,2264,,,
FINEMOX CV 228MG,Ksh15.00,Yes,2265,,,
FINOSIN TABS,Ksh150.00,Yes,2267,,,
FIZZIMOL 500MG,Ksh50.00,Yes,2268,,,
FLAGENTYL 2GMS 4'S,Ksh26.00,Yes,2269,,,
FLAGYL SUSP 100ML[SANOFI] 100mls,Ksh326.00,Yes,227,,,
FLAMCHEK MR,Ksh505.00,Yes,2270,,,
FLAMCHEK-MR,Ksh20.00,Yes,2271,,,
FLAMORYLS-S,Ksh17.00,Yes,2273,,,
FLAMOX caps 500mg,Ksh11.00,Yes,2274,,,
FLAMOX SUSP 250MG,Ksh15.00,Yes,2275,,,
FLAREX 0.1% oph solution,Ksh340.00,Yes,2276,,,
FLATAMEAL DS 200MLS ,Ksh230.00,Yes,2277,,,
FLATAMEAL DS TABS,Ksh210.00,Yes,2278,,,
FLAZINE CREAM 15GRAMS,Ksh4.00,Yes,2279,,,
FLAZOLE 60mls,Ksh20.00,Yes,228,,,
FLEAS TICKS,Ksh20.00,Yes,2280,,,
FLEMNIL 120mls,Ksh60.00,Yes,2281,,,
FLEMO Collagen caps,Ksh240.00,Yes,2282,,,
FLES TICKS,Ksh30.00,Yes,2283,,,
FLEXEN 2.5% 50G,Ksh60.00,Yes,2284,,,
FLEXILOR  8mg,Ksh510.00,Yes,2285,,,
FLEXILOR SR  16MG,Ksh25.00,Yes,2286,,,
FLONASPRAY NASAL 120 sprays,Ksh35.00,Yes,2287,,,
FLONASPRAY NASAL SPRAY,Ksh500.00,Yes,2288,,,
FLORAL eye drops,Ksh640.00,Yes,2289,,,
FLORANORM satchets 250MG,Ksh162.00,Yes,229,,,
FLOXAPEN 125MG 100ML,Ksh85.00,Yes,2290,,,
FLOXAPEN-GSK 500MG,Ksh525.00,Yes,2291,,,
FLUBIOTIC-500,Ksh65.00,Yes,2293,,,
FLUCLOX inj 500mg,Ksh10.00,Yes,2294,,,
FLUCLOX/AMOXY FLAMOX 100ML,Ksh40.00,Yes,2295,,,
FLUCLOXACILLIN 500mg,Ksh250.00,Yes,2296,,,
FLUCLOXACILLIN INJ 250MG,Ksh8.00,Yes,2297,,,
FLUCLOXACILLIN(PYLOPHEN),Ksh25.00,Yes,2298,,,
FLUCLOXAXILLIN[DAWAFLOX]250MG,Ksh160.00,Yes,2299,,,
FLUCODEX SYR 100mls,Ksh4.70,Yes,23,,,
FLUCOLD CAPS,Ksh75.00,Yes,230,,,
FLUCOLDEX-COLD+FLU,Ksh4.00,Yes,2300,,,
FLUCOLDEX-E SUSP,Ksh5.00,Yes,2301,,,
FLUCOMED 150MG CAPS,Ksh50.00,Yes,2302,,,
FLUCONAZOLE 150mg,Ksh8.00,Yes,2303,,,
FLUCONAZOLE Fucol 200,Ksh14.00,Yes,2304,,,
FLUCONAZOLE GVFLUC50MG/5ML 35ML,Ksh10.00,Yes,2306,,,
FLUCONAZOLE RELONCHEM,Ksh170.00,Yes,2308,,,
FLUCONAZOLE* FUCOL200MG,Ksh5.00,Yes,2309,,,
FLUGONE CAPS,Ksh5.00,Yes,231,,,
FLUGONE DM  120mls,Ksh10.00,Yes,2310,,,
FLUGONE DM 60mls,Ksh200.00,Yes,2311,,,
FLUGONE EX 60mls,Ksh130.00,Yes,2312,,,
FLUGONE P 120mls,Ksh122.00,Yes,2313,,,
FLUGONE P 60mls,Ksh220.00,Yes,2314,,,
FLUMOX 250/5MLS 100MLS,Ksh127.00,Yes,2315,,,
FLUMOX* CAPS 500MG,Ksh405.00,Yes,2316,,,
FLUOXETINE 20MG,Ksh10.00,Yes,2317,,,
FLUOXETINE 20MG ACTIVIS,Ksh5.00,Yes,2318,,,
FLUOXETINE FLUDAC 20MG,Ksh5.00,Yes,232,,,
FLUPHENAZINE INJ 25mg,Ksh5.00,Yes,2320,,,
FLUTROX 150mg Caps,Ksh90.00,Yes,2321,,,
FLUTROX 200MG,Ksh15.00,Yes,2322,,,
FLUTROX SUSPENSION,Ksh21.00,Yes,2323,,,
FLUX 125/5mls 100mls,Ksh10.00,Yes,2324,,,
FLUX 500,Ksh100.00,Yes,2327,,,
FLUX 500MG,Ksh4.00,Yes,2328,,,
FLUX DS 250mg/5mls,Ksh10.00,Yes,2329,,,
FLUXATE FLUCLOXA 500MG,Ksh100.00,Yes,233,,,
FLUXIMOR 125mg syr,Ksh12.00,Yes,2330,,,
FLY CATCHER,Ksh70.00,Yes,2331,,,
FLY KILLING BAIT POWDER,Ksh30.00,Yes,2332,,,
FOLIC ACID COSMOS 5mg,Ksh35.00,Yes,2333,,,
FOLIC ACID LOOSE,Ksh1.50,Yes,2334,,,
FONA CREAM 0.1%,Ksh0.20,Yes,2335,,,
FOPYN fast Gel 30GRAMS,Ksh135.00,Yes,2336,,,
FOPYN TABS,Ksh200.00,Yes,2339,,,
FORALIN 100Mcgs INHALER,Ksh15.00,Yes,234,,,
FORALIN 200mcg INHALER,"Ksh1,150.00",Yes,2340,,,
FORALIN INHALER 400MCG,"Ksh1,560.00",Yes,2342,,,
FORCAN 200 Fluconazole,"Ksh2,050.00",Yes,2343,,,
FOREVA Vaginal caps 7's,Ksh20.00,Yes,2344,,,
FORMONIDE 400 INHALER,Ksh200.00,Yes,2346,,,
FORTAN-P 25/300MG,Ksh100.00,Yes,2348,,,
FRAMBI[SECNIDAZOLE],Ksh17.00,Yes,2349,,,
FRAMYDEX ear/eye,Ksh27.00,Yes,235,,,
FRANOL BLISTER,Ksh170.00,Yes,2351,,,
FRANOL LOOSE GIFOL,Ksh2.00,Yes,2352,,,
FRAYDEX-EYE.EAR DROPS 8ML,Ksh1.70,Yes,2354,,,
FREDLUCO 150mg,Ksh170.00,Yes,2355,,,
FREEFLEX FORTE softgels*,Ksh10.00,Yes,2357,,,
FREEFLEX softgels,Ksh20.00,Yes,2358,,,
FRICKS LOZENGES pair,Ksh25.00,Yes,2359,,,
FRORAL EYE DROPS,Ksh12.00,Yes,2360,,,
FRUSEMIDE 40MG DAWA,Ksh100.00,Yes,2361,,,
FUCICORT CREAM 15GM,Ksh0.67,Yes,2362,,,
FUCIDIN OINTMENT  15GM,Ksh498.00,Yes,2364,,,
FULL HAEMOGRAM,Ksh500.00,Yes,2365,,,
FUNBACT A CREAM 30grams,Ksh300.00,Yes,2368,,,
FUNGICIDAL HC  10grams,Ksh110.00,Yes,237,,,
FUNGISTAT CREAM 15 grams,Ksh200.00,Yes,2370,,,
FUNGITER 125MG,Ksh37.00,Yes,2371,,,
FUNGITER 250,Ksh28.00,Yes,2372,,,
FUNGITER CREAM 15G,Ksh47.00,Yes,2373,,,
FUROSEMIDE COSMOS 40MG ,Ksh250.00,Yes,2375,,,
FUROSEMIDE INJ 20MG,Ksh1.00,Yes,2376,,,
FUSICORT CREAM 15G,Ksh5.00,Yes,2377,,,
FUSIDIC ACID cream 15gram*,Ksh500.00,Yes,2378,,,
FUSIGEN OINT 10G,Ksh300.00,Yes,2379,,,
FUTSIL HERBAL 15MLS,Ksh154.00,Yes,238,,,
GABA 300mg,Ksh210.00,Yes,2380,,,
GABACARE TABS,Ksh16.00,Yes,2381,,,
GABANERVE TABS,Ksh65.00,Yes,2382,,,
GABAPENTIN GABAZ 300,Ksh60.00,Yes,2383,,,
GABBRORAL 250 grams,Ksh15.00,Yes,2385,,,
GABBRORAL 250*,Ksh54.00,Yes,2386,,,
GABICA 75mg caps,Ksh30.00,Yes,2387,,,
GACET 125,Ksh51.00,Yes,2388,,,
GACET 250MG,Ksh13.00,Yes,2389,,,
GALVUSMET 50/1000,Ksh15.00,Yes,239,,,
GALVUSMET 50/500mg,Ksh75.00,Yes,2390,,,
GALXIDINE M/WASH 100mls,Ksh85.00,Yes,2391,,,
GAMOK 1.2 GRAMS amoxyclav,Ksh130.00,Yes,2392,,,
GAMOK 625mg,Ksh100.00,Yes,2393,,,
GASTRO GEL 100mls,Ksh20.00,Yes,2394,,,
GASTRO GEL 200MLS,Ksh50.00,Yes,2395,,,
GASTRO KIT 1'S,Ksh150.00,Yes,2396,,,
GASTRO KIT 7'S,Ksh100.00,Yes,2397,,,
GAUZE SWABS NON STERILE,Ksh500.00,Yes,2398,,,
GAUZES,Ksh135.00,Yes,2399,,,
GAUZES sterile 10's,Ksh5.00,Yes,24,,,
GAVISCON D/A 150mls,Ksh50.00,Yes,2400,,,
GAVISCON P/Mint 200mls,Ksh650.00,Yes,2401,,,
GAVISCON TABS,Ksh600.00,Yes,2402,,,
GEMCAL TABS,Ksh5.00,Yes,2403,,,
GEMER 2*,Ksh20.00,Yes,2405,,,
GEMFOS,Ksh10.00,Yes,2406,,,
GENDEX* EYE,Ksh495.00,Yes,2407,,,
GENTAMYCIN 80mg inj,Ksh10.00,Yes,2409,,,
GENTAMYCIN eye drops 10mls,Ksh10.00,Yes,241,,,
GENTAMYCIN HYDROCORT EAR,Ksh25.00,Yes,2411,,,
GENTAPLEX*,Ksh10.00,Yes,2413,,,
GENTIAN VIOLET 100mls,Ksh5.00,Yes,2414,,,
GENTOSEP cream 15g,Ksh35.00,Yes,2416,,,
GIFOL FRANOL BLISTER,Ksh100.00,Yes,2417,,,
GINESOMEGA caps,Ksh3.00,Yes,2419,,,
GINSAVIT,Ksh31.00,Yes,242,,,
GINSOMIN TABS,Ksh10.00,Yes,2420,,,
GIT PLUS caps,Ksh30.00,Yes,2421,,,
GIVING SET,Ksh77.00,Yes,2422,,,
GLEAZY jelly 50agrams,Ksh10.50,Yes,2424,,,
GLEMONT L 10/5*,Ksh200.00,Yes,2425,,,
GLENCEE 1000mg,Ksh40.00,Yes,2426,,,
GLENCEE 500mg kidz,Ksh30.00,Yes,2427,,,
GLENCET 5MG,Ksh10.00,Yes,2428,,,
GLEVONIX 500MG,Ksh20.00,Yes,2429,,,
GLEVONIX 750 MG,Ksh90.00,Yes,243,,,
GLICLAZ M,Ksh108.00,Yes,2430,,,
GLICLAZ-M,Ksh10.00,Yes,2432,,,
GLIPITA M 50/500 tabs,Ksh10.00,Yes,2433,,,
GLIPIZIDE 5mg Diactin,Ksh38.00,Yes,2434,,,
GLUCOMET  XR 1000MG,Ksh5.00,Yes,2436,,,
GLUCOMET 500mg,Ksh13.00,Yes,2439,,,
GLUCOMET 850MG,Ksh3.50,Yes,244,,,
GLUCOMET N,Ksh7.00,Yes,2440,,,
GLUCOMET XR 500,Ksh8.60,Yes,2441,,,
GLUCOPHAGE 1Gram,Ksh9.00,Yes,2442,,,
GLUCOPHAGE 500MG,Ksh11.00,Yes,2443,,,
GLUCOPHAGE 850,Ksh5.00,Yes,2444,,,
GLUCOPHAGE XR 1000MG,Ksh10.00,Yes,2445,,,
GLUCOPHAGEXR 500MG,Ksh14.00,Yes,2446,,,
GLUCORED FORTE GLIBEN/METFORMIN  5/500MG,Ksh5.00,Yes,2447,,,
GLUCOSE 50gms,Ksh24.00,Yes,2448,,,
GLUCOSTICS [ONCAL PLUS],Ksh10.00,Yes,2449,,,
GLUCOWELL MET 50/1000,Ksh17.00,Yes,245,,,
Glucowell MET 50/500,Ksh50.00,Yes,2451,,,
GLYCERIN SUPP IGM INFANT-CARE,Ksh50.00,Yes,2452,,,
GLYCERINE 100mls,Ksh31.00,Yes,2453,,,
GLYCERINE 4G ADULT,Ksh50.00,Yes,2454,,,
GLYCERINE 50mls,Ksh21.00,Yes,2455,,,
GLYCOF 120mls,Ksh40.00,Yes,2456,,,
GLYFORMIN 500 MG,Ksh160.00,Yes,2457,,,
GLYKOFF COUGH SYRUP 120MLS,Ksh3.00,Yes,2458,,,
GLYPIN 2 MG,Ksh162.00,Yes,246,,,
GLYPIN 4MG,Ksh14.00,Yes,2460,,,
GLYSIT 10mg,Ksh19.00,Yes,2461,,,
GLYSIT 5mg,Ksh74.00,Yes,2462,,,
GLYSUP 2.3/1.15grams,Ksh52.00,Yes,2463,,,
GOFEN 400MG BRUFEN,Ksh12.00,Yes,2469,,,
GOLDEN GLOW caps,Ksh20.00,Yes,247,,,
GOOD MORNING 60MLS ,Ksh6.00,Yes,2470,,,
GOODMORNING TABS 2'S,Ksh75.00,Yes,2471,,,
GOTICARE softgel,Ksh7.00,Yes,2472,,,
GOUTGESIC-40MG FEBUXOSTAT,Ksh40.00,Yes,2473,,,
GOUTNIL 0.5mg,Ksh65.00,Yes,2474,,,
GRABACIN powder 10grams,Ksh7.00,Yes,2475,,,
GRABACIN-3 OINT 20GMS,Ksh70.00,Yes,2476,,,
GRAMOCEF O-100 100mls,Ksh180.00,Yes,2478,,,
GRANID 500 ORNIDAZOLE,Ksh630.00,Yes,2479,,,
GRASOZOLE 20MG,Ksh5.00,Yes,248,,,
GREEN LEAF MENDE,Ksh5.00,Yes,2480,,,
GREENLEAF AGITA,Ksh20.00,Yes,2481,,,
GRIPE WATER BETA 100mls,Ksh35.00,Yes,2482,,,
GRIPE WATER BETA 60mls,Ksh82.00,Yes,2485,,,
GRIPE WATER DAWA,Ksh75.00,Yes,2486,,,
GRIPE WATER universal 100mls,Ksh33.00,Yes,2488,,,
GRISEOFLUVIN  125,Ksh50.00,Yes,2489,,,
GRISEOFLUVIN 250,Ksh3.00,Yes,249,,,
GRISEOFLUVIN 500MG,Ksh4.00,Yes,2490,,,
GUAMET*METFORMIN 500,Ksh7.00,Yes,2491,,,
GUCIPROX 500mg tabs,Ksh5.00,Yes,2492,,,
GYNAECOSID 2'S,Ksh4.00,Yes,2493,,,
GYNEST PESS 100MG,Ksh300.00,Yes,2496,,,
GYNO-DAKTARIN OVULES 3'S,Ksh25.00,Yes,2497,,,
GYNoMICONAZOL 200mg 7 OVULES,Ksh780.00,Yes,2498,,,
GYNOMICOZAL 400MG 3's,Ksh400.00,Yes,2499,,,
GYNOSTATUM CREAM,Ksh370.00,Yes,25,,,
GYPON SYRUP 100mls,Ksh163.00,Yes,2500,,,
H PYLORI ESOFAG KIT,Ksh95.00,Yes,2502,,,
H PYLORI HELIGONE KIT,Ksh600.00,Yes,2503,,,
HABOR TOOTH POWDER,Ksh708.00,Yes,2504,,,
HABOR TOOTH POWDER 100G,Ksh70.00,Yes,2505,,,
HALEEZY 200mls,Ksh70.00,Yes,2506,,,
HALOPERIDOL 5MG ,Ksh460.00,Yes,2507,,,
HALOPERIDOL 5MG -GRACURE PHARM,Ksh2.50,Yes,2508,,,
HALOPERIDOL 5MG -LAB & ALLIED,Ksh3.00,Yes,2509,,,
HARTEZE 15MG,Ksh2.50,Yes,251,,,
HARTEZE 20mg,Ksh50.00,Yes,2515,,,
HASSAN LATE MZEE,Ksh30.00,Yes,2516,,,
HBRICH plus,"Ksh1,500.00",Yes,252,,,
HCQS 200MG,Ksh275.00,Yes,2520,,,
HCTZ 25MG COSMOS,Ksh38.00,Yes,2521,,,
HCTZ 50mg,Ksh1.50,Yes,2522,,,
HCURE ES KIT 7'S,Ksh1.50,Yes,2523,,,
HEDEX tabs 2's,Ksh530.00,Yes,2524,,,
HEEL CREAM,Ksh9.00,Yes,2525,,,
HEEL CREAM 30GMS,Ksh190.00,Yes,2526,,,
HELICOBAN KIT 7'S,Ksh170.00,Yes,2527,,,
HELICOS 14'S,Ksh530.00,Yes,2528,,,
HELICOS 7's,"Ksh1,000.00",Yes,253,,,
HELIGO KIT* 7'S,Ksh850.00,Yes,2530,,,
HEMFER Syrup 200mls,Ksh800.00,Yes,2532,,,
