No.,Item Code,Item Description,Item Category,Brand,U.O.M,Buying Price,Selling Price,Expense Account,Income Account
438,PHA131,DOLOACT PLUS TABS 100/500/375MG,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
439,PHA132,DOMPERIDONE SUSPENSION 5MG/5ML[CASH ONLY],PHARMACY,,TABS,90,200,INVENTORY - PHARMACY,PHARMACY
440,PHA133,DOMPERIDONE TABS 10MG[CASH ONLY],PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
441,KITCHEN018,DORMANS COFFEE,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
442,PHA134,DOXYCYCLINE CAPS 100MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
443,PHA754,DRAINAGE TUBE,PHARMACY,,TABS,1700,2000,INVENTORY - PHARMACY,PHARMACY
444,4137,DRINKING CHOCOLATE 100GRAMS,CANTEEN & CATERING,,PKT,100,0,PREPAID SERVICE CONTRACTS,
445,PHA492,DUXCOSPAN PLUS 0,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
446,345007,DX UNIVERSAL A 3.5,DENTAL,,TUBES,1550,0,ADMINISTRATIVE EXPENSES,DENTAL
447,345005,DX UNIVERSAL A1,DENTAL,,TUBES,1550,0,ADMINISTRATIVE EXPENSES,DENTAL
448,345004,DX UNIVERSAL A2,DENTAL,,TUBES,1550,0,ADMINISTRATIVE EXPENSES,DENTAL
449,345006,DX UNIVERSAL A3,DENTAL,,TUBES,1550,0,ADMINISTRATIVE EXPENSES,DENTAL
450,PHA429,DYNAPAR INJECTIO. 75 MG /ML (DICLOFENAC 1NJECTION) 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
451,PHA462,DYNAPAR PLUS 550 MG 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
452,PHA740,ECG DOTS,PHARMACY,,TABS,13.5,200,INVENTORY - PHARMACY,PHARMACY
453,LAB010,EDTA MICRO-VACUTAINER,LAB ITEMS,,PKT,1500,0,INVENTORY - LABORATORY,LABORATORY
454,LAB008,EDTA VACUTAINER,LAB ITEMS,,PKT,800,0,LABORATORY EQUIPMENT,LABORATORY
455,5084,EGGS,CANTEEN & CATERING,,PIECES,12,25,PREPAID SERVICE CONTRACTS,
456,PHA654,ELBOW CLUTCHES PAIR,PHARMACY,,TABS,0,3000,INVENTORY - PHARMACY,PHARMACY
457,PHA613,ELBOW CRUTCH SINGLE,PHARMACY,,TABS,2500,1500,INVENTORY - PHARMACY,PHARMACY
458,PHA778,ELBOW IMMOBILIZER,PHARMACY,,TABS,2700,4000,INVENTORY - PHARMACY,PHARMACY
459,PHA604,ELBOW SUPPORT,PHARMACY,,TABS,0,700,INVENTORY - PHARMACY,PHARMACY
460,8029,EMBOSSED (BLUE),STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
461,8028,EMBOSSED (WHITE),STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
462,PHA137,ENALAPRIL TABS 10MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
463,PHA138,ENALAPRIL TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
464,PHA439,ENARIL 5MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
465,PHA960,ENDOTRACEAL TUBE SIZE 3.0 UNCUFFED,PHARMACY,,TABS,75,150,INVENTORY - PHARMACY,PHARMACY
466,PHA961,ENDOTRACEAL TUBE SIZE 3.5UNCUFFED,PHARMACY,,TABS,75,150,INVENTORY - PHARMACY,PHARMACY
467,PHA995,ENDOTRACEAL TUBE SIZE 4.0 CUFFED,PHARMACY,,TABS,70.2,250,INVENTORY - PHARMACY,PHARMACY
468,PHA994,ENDOTRACEAL TUBE SIZE 4.0 UNCUFFED,PHARMACY,,TABS,70.2,250,INVENTORY - PHARMACY,PHARMACY
469,PHA996,ENDOTRACEAL TUBE SIZE 4.5 CUFFED,PHARMACY,,TABS,70.2,250,INVENTORY - PHARMACY,PHARMACY
470,PHA962,ENDOTRACEAL TUBE SIZE 4.5 UNCUFFED,PHARMACY,,TABS,75,150,INVENTORY - PHARMACY,PHARMACY
471,PHA997,ENDOTRACEAL TUBE SIZE 5 CUFFED,PHARMACY,,TABS,70.2,250,INVENTORY - PHARMACY,PHARMACY
472,PHA938,ENDOTRACEAL TUBE SIZE 6.5,PHARMACY,,TABS,110,200,INVENTORY - PHARMACY,PHARMACY
473,PHA993,ENDOTRACEAL TUBE SIZE 6.5 CUFFED,PHARMACY,,TABS,62,200,INVENTORY - PHARMACY,PHARMACY
474,PHA936,ENDOTRACEAL TUBE SIZE 7.0,PHARMACY,,TABS,110,200,INVENTORY - PHARMACY,PHARMACY
475,PHA813,ENDOTRACHEAL TUBE SIZE 3,PHARMACY,,TABS,45.7,200,INVENTORY - PHARMACY,PHARMACY
476,PHA780,ENDOTRACHEAL TUBES [SIZE 6],PHARMACY,,TABS,61.9,200,INVENTORY - PHARMACY,PHARMACY
477,PHA812,ENDOTRACHEAL TUBES SIZE 2.5,PHARMACY,,TABS,61.9,200,INVENTORY - PHARMACY,PHARMACY
478,PHA814,ENDOTRACHEAL TUBES SIZE 3.5,PHARMACY,,TABS,50.9,200,INVENTORY - PHARMACY,PHARMACY
479,PHA815,ENDOTRACHEAL TUBES SIZE 4.5,PHARMACY,,TABS,48.5,200,INVENTORY - PHARMACY,PHARMACY
480,PHA816,ENDOTRACHEAL TUBES SIZE 5,PHARMACY,,TABS,45.6,200,INVENTORY - PHARMACY,PHARMACY
481,PHA742,ENDOTRACHEAL TUBES[SIZE 7.5],PHARMACY,,TABS,68.9,300,INVENTORY - PHARMACY,PHARMACY
482,PHA741,ENDOTRACHEAL TUBES[SIZE 8],PHARMACY,,TABS,53.1,300,INVENTORY - PHARMACY,PHARMACY
483,PHA947,ENDOZYME,PHARMACY,,TABS,9800,0,INVENTORY - PHARMACY,PHARMACY
484,8046,ENERGIZER C2,STATIONARY,,PAIRS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
485,PHA352,ENLEV SYRUP 60ML 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
486,PHA607,ENOXAPARINE [ CLEXAN][ CASH],PHARMACY,,TABS,605.5,810,INVENTORY - PHARMACY,PHARMACY
487,PHA488,ENVELOPS MEDICINE PLASTIC,PHARMACY,,TABS,0.2,5,INVENTORY - PHARMACY,PHARMACY
488,PHA139,ENZOFLAM TABS 250/500MG,PHARMACY,,TABS,18,35,INVENTORY - PHARMACY,PHARMACY
489,PHA678,EPHEDRINE HCL INJ 30MG/ML AMP,PHARMACY,,TABS,168.3,240,INVENTORY - PHARMACY,PHARMACY
490,PHA449,EPHEDRINE NASAL DROPS [ ADULTS][ CASH ONLY],PHARMACY,,TABS,0,120,INVENTORY - PHARMACY,PHARMACY
491,PHA140,EPHEDRINE NASAL DROPS[PEADRIATRIC [CASH ONLY],PHARMACY,,TABS,0,120,INVENTORY - PHARMACY,PHARMACY
492,PHA477,EPIMAX BABY AND JUNIOR CREAM 0,PHARMACY,,TABS,0,1700,INVENTORY - PHARMACY,PHARMACY
493,8035,EPSON L3150 (4 COLOR),STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
494,LAB044,ERBA ACTIME,LAB ITEMS,,ML,5500,0,COS-LABORATORY,LABORATORY
495,LAB045,ERBA CALCIUM CHLORIDE,LAB ITEMS,,ML,5500,0,COS-LABORATORY,LABORATORY
496,LAB046,ERBA PROTIME,LAB ITEMS,,ML,5500,0,COS-LABORATORY,LABORATORY
497,PHA101,EROSTINE TABS 10MG,PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
498,PHA141,ERTHROMYCIN TABS 500MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
499,PHA840,ERYTHROMYCIN SUSP 60MLS,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
500,PHA142,ERYTHROMYCIN SUSPENSION 100ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
501,PHA412,ERYTHROMYCIN TABLETS 250MG 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
502,PHA343,ERYTHROMYCIN TABLETS 500MG 0,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
503,PHA328,ESCLAM KIT 20/500/1000MG 0,PHARMACY,,TABS,0,1600,INVENTORY - PHARMACY,PHARMACY
504,PHA143,ESCLAM KIT 30MG/1G/500MG,PHARMACY,,TABS,0,1000,INVENTORY - PHARMACY,PHARMACY
505,PHA826,ESOMEPRAZOLE INJECTION,PHARMACY,,TABS,120,300,INVENTORY - PHARMACY,PHARMACY
506,PHA145,ESOMEPRAZOLE TABS 20MG CASH],PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
507,PHA144,ESOMEPRAZOLE TABS 40MG,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
508,LAB029,ESR TUBE,LAB ITEMS,,PIECES,60,0,INVENTORY - LABORATORY,LABORATORY
509,PHA634,ESR VESMATIC 200S,PHARMACY,,TABS,0,20000,INVENTORY - PHARMACY,PHARMACY
510,PHA146,ETAMSYLATE INJ 250MG/5ML,PHARMACY,,TABS,0,130,INVENTORY - PHARMACY,PHARMACY
511,PHA147,ETAMSYLATE TABS 500MG,PHARMACY,,TABS,0,115,INVENTORY - PHARMACY,PHARMACY
512,PHA825,ETORICOXIB(ETCOX) 120MG[ECOFREE] CASH],PHARMACY,,TABS,0,60,INVENTORY - PHARMACY,PHARMACY
513,PHA448,ETORICOXIB(ETCOX) 60MG[ECOFREE] CASH],PHARMACY,,TABS,0,53,INVENTORY - PHARMACY,PHARMACY
514,PHA824,ETORICOXIB(ETCOX) 90MG[ECOFREE] [CASH],PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
515,PHA896,ETOVAC-PLUS [ETORICOXIB AND PARACETAMOL[CASH],PHARMACY,,TABS,15,25,INVENTORY - PHARMACY,PHARMACY
516,8047,EVERREADY,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
517,PHA911,EXAMINATION LIGHT,PHARMACY,,TABS,9662,0,INVENTORY - PHARMACY,PHARMACY
518,38,EXERCISE BOOK,CANTEEN & CATERING,,PIECES,30,0,PREPAID SERVICE CONTRACTS,
519,PHA383,EXEVATE MF 20G 0,PHARMACY,,TABS,0,450,INVENTORY - PHARMACY,PHARMACY
520,PHA951,EYE PAD,PHARMACY,,TABS,6,50,INVENTORY - PHARMACY,PHARMACY
521,PHA629,FACE TOWELS,PHARMACY,,TABS,30,50,INVENTORY - PHARMACY,PHARMACY
522,PHA708,FACE MASKS,PHARMACY,,TABS,758,100,INVENTORY - PHARMACY,PHARMACY
523,PHA756,FACE SHIELD,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
524,5035,FACE TOWELS,CANTEEN & CATERING,,PIECES,240,240,PREPAID SERVICE CONTRACTS,
525,PHA686,FEEDING TUBE GAUGE 18,PHARMACY,,TABS,17,100,INVENTORY - PHARMACY,PHARMACY
526,PHA818,FEEDING TUBES SIZE 10,PHARMACY,,TABS,21,100,INVENTORY - PHARMACY,PHARMACY
527,PHA819,FEEDING TUBES SIZE 14,PHARMACY,,TABS,20,100,INVENTORY - PHARMACY,PHARMACY
528,PHA817,FEEDING TUBES SIZE 8,PHARMACY,,TABS,21,100,INVENTORY - PHARMACY,PHARMACY
529,PHA722,FEEDING TUBES[N.G. T] SIZE 4,PHARMACY,,TABS,9,100,INVENTORY - PHARMACY,PHARMACY
530,PHA723,FEEDING TUBES[N.G. T] SIZE 5,PHARMACY,,TABS,9,150,INVENTORY - PHARMACY,PHARMACY
531,PHA724,FEEDING TUBES[N.G. T] SIZE 6,PHARMACY,,TABS,11,150,INVENTORY - PHARMACY,PHARMACY
532,PHA149,FELODIPINE(PLENDIL) TABS 10MG,PHARMACY,,TABS,24.76,40,INVENTORY - PHARMACY,PHARMACY
533,PHA148,FELODIPINE(PLENDIL) TABS 5MG[CASH],PHARMACY,,TABS,22.1,30,INVENTORY - PHARMACY,PHARMACY
534,PHA580,FEMALE CATHETERS SIZE 18,PHARMACY,,TABS,11,100,INVENTORY - PHARMACY,PHARMACY
535,5085,FEMALE PANTIES,CANTEEN & CATERING,,PIECES,0,150,PREPAID SERVICE CONTRACTS,
536,PHA404,FENTANYL CITRATE INJ 50MCG/ML CASH ONLT,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
537,PHA420,FERICOR CAPSULE 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
538,PHA843,FERROSTA TABLETS,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
539,PHA150,FERROUS SULPHATE TABS 200MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
540,PHA583,FETOSCOPE,PHARMACY,,TABS,250,0,INVENTORY - PHARMACY,PHARMACY
541,PHA425,FEXOFENADINE 120MG 0,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
542,5076,FFFFFF,CANTEEN & CATERING,,PIECES,0,30,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
543,PHA388,FILWEL GOLD TABS 0,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
544,PHA601,FINGER COT,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
545,PHA620,FINGER MALLET,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
546,PHA453,FLATAMEAL DS 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
547,PHA151,FLUCLOXACILLIN CAPS 250MG[ CASH],PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
548,PHA152,FLUCLOXACILLIN CAPS 500MG[CASH],PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
549,PHA153,FLUCLOXACILLIN INJ 500MG,PHARMACY,,TABS,59,150,INVENTORY - PHARMACY,PHARMACY
550,PHA154,FLUCLOXACILLIN SUSPENSION 125MG/ML,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
551,PHA335,FLUCONAZOLE INJ 200MG (2MG/ML) 100ML BOTTLE 0,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
552,PHA155,FLUCONAZOLE SUSPENSION 10MG/ML,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
553,PHA339,FLUCONAZOLE TABS 150MG 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
554,PHA156,FLUCONAZOLE TABS 200MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
555,PHA157,FLUCONAZOLE TABS 50MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
556,PHA158,FLUNARIZINE TABS 10MG,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
557,PHA320,FLUOXETINE 2MG CASH ONLY,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
558,PHA331,FLUOXETINE HCL CAPS 20MG [CASH ONLY],PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
559,PHA159,FLUPHENAZINE INJ. 25MG/ML,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
560,PHA160,FOLIC ACID TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
561,PHA777,FOOT DROP SPLINT,PHARMACY,,TABS,2400,3500,INVENTORY - PHARMACY,PHARMACY
562,PHA161,FORALIN INHALER 100MCG,PHARMACY,,TABS,0,2000,INVENTORY - PHARMACY,PHARMACY
563,5071,FRESH CHEWING GUMS,CANTEEN & CATERING,,PKT,175,175,PREPAID SERVICE CONTRACTS,
564,5072,FRESH MILK,CANTEEN & CATERING,,LTS,0,50,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
565,5073,FRESH MILK 1/2 LTR,CANTEEN & CATERING,,LTS,0,25,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
566,LAB030,FROSTED MICROSCOPE SLIDES,LAB ITEMS,,PKT,170,0,INVENTORY - LABORATORY,LABORATORY
567,PHA162,FRUSEMIDE INJ. 20MG/ML,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
568,PHA163,FRUSEMIDE TABS 40MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
569,LAB034,FT3,LAB ITEMS,,PKT,7800,0,INVENTORY - LABORATORY,LABORATORY
570,LAB035,FT4,LAB ITEMS,,PKT,7800,0,INVENTORY - LABORATORY,LABORATORY
571,ADM002,FUEL,ADMINISTRATION,,1LTR,196.7,196.7,MOTOR VEHICLE RUNNING EXPENSES,HOSPITAL REVENUE
572,345027,FUJI 9,DENTAL,,PKT,6500,0,COS-DENTAL,DENTAL
573,PHA408,FUNGIDAL HC CREAM 0,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
574,PHA783,FUSION COMPOSITE KIT (SMALL),PHARMACY,,TABS,6000,0,INVENTORY - PHARMACY,PHARMACY
575,PHA450,GABACARE 0,PHARMACY,,TABS,45,60,INVENTORY - PHARMACY,PHARMACY
576,PHA164,GABANERVE TABS,PHARMACY,,TABS,0,110,INVENTORY - PHARMACY,PHARMACY
577,PHA165,GABAPENTIN CAPS 300MG [CASH ONLY],PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
578,PHA367,GALVUS MET TABS 50/500MG 0,PHARMACY,,TABS,0,105,INVENTORY - PHARMACY,PHARMACY
579,PHA834,GASTROSTOMY FEEDING TUBE,PHARMACY,,TABS,3500,4500,INVENTORY - PHARMACY,PHARMACY
580,PHA554,GAUZE BANDAGES 4,PHARMACY,,TABS,20,30,INVENTORY - PHARMACY,PHARMACY
581,PHA553,GAUZE BANDAGES 6,PHARMACY,,TABS,20,50,INVENTORY - PHARMACY,PHARMACY
582,PHA838,GAUZE DRESSING WITH ANTIOBIOTIC[SUFRATULLE],PHARMACY,,TABS,45,200,INVENTORY - PHARMACY,PHARMACY
583,PHA772,GAUZE LOLL,PHARMACY,,TABS,1200,1500,INVENTORY - PHARMACY,PHARMACY
584,PHA536,GAUZE ROLL(PER PIECE),PHARMACY,,TABS,1077,30,INVENTORY - PHARMACY,PHARMACY
585,PHA937,GAUZE ROLLS-RAX,PHARMACY,,TABS,1550,0,INVENTORY - PHARMACY,PHARMACY
586,PHA883,GAVISCON SUSPENSION (CASH),PHARMACY,,TABS,580,800,INVENTORY - PHARMACY,PHARMACY
587,CANTEEN149,GEISHA 90 GRAMS,CANTEEN & CATERING,,PIECES,550,720,PREPAID SERVICE CONTRACTS,
588,5051,GEISHA SOAP 200G,CANTEEN & CATERING,,PIECES,67.22,67.22,PREPAID SERVICE CONTRACTS,
589,PHA166,GEMCAL SOFT CAPS,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
590,PHA167,GENDEX E/E DROPS 0.1/0.5%,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
591,RAM001,GENERAL REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,,OTHERS,0,0,REPAIRS & MANTAINANCE,INCOME
592,PHA168,GENTAMICIN DROPS 0.10%,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
593,PHA169,GENTAMICIN INJ. 80MG/2ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
594,PHA705,GENTAMYCCIN 20MG,PHARMACY,,TABS,8.56,50,INVENTORY - PHARMACY,PHARMACY
595,PHA981,GEUDAL AIRWAYS NO.3 [YELLOW],PHARMACY,,TABS,100,150,INVENTORY - PHARMACY,PHARMACY
596,5021,GGGGG,CANTEEN & CATERING,,PIECES,7,10,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
597,345001,GIC,DENTAL,,PKT,6500,0,OPERATING EXPENSES,DENTAL
598,PHA787,GIC A2,PHARMACY,,TABS,6200,6200,INVENTORY - PHARMACY,PHARMACY
599,PHA941,GIT-PLUS CAPS,PHARMACY,,TABS,90,120,INVENTORY - PHARMACY,PHARMACY
600,CANTEEN064,GITHERI STEW,CANTEEN & CATERING,,PLATE,0,130,PREPAID SERVICE CONTRACTS,
601,CANTEEN059,GITHERI/ PLAIN,CANTEEN & CATERING,,PLATE,0,50,PREPAID SERVICE CONTRACTS,
602,PHA504,GIVING SETS,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
603,CANTEEN176,GIZZARD,CANTEEN & CATERING,,KGS,250,400,PREPAID SERVICE CONTRACTS,
604,PHA850,GLASS BOTTLE,PHARMACY,,TABS,36,50,INVENTORY - PHARMACY,PHARMACY
605,PHA170,GLIBENCLAMIDE TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
606,PHA396,GLIMEPIRIDE 2MG 0,PHARMACY,,TABS,11,15,INVENTORY - PHARMACY,PHARMACY
607,PHA171,GLIMEPIRIDE TABS 4MG,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
608,PHA893,GLOVES HEAVY DUTY,PHARMACY,,TABS,222,0,INVENTORY - PHARMACY,PHARMACY
609,PHA338,GLOVES SURGIGAL GYNAECOLOGICAL SZ7.5,PHARMACY,,TABS,91,200,INVENTORY - PHARMACY,PHARMACY
610,PHA687,GLUCOPHAGE 500NG[ METFORMIN],PHARMACY,,TABS,5.22,10,INVENTORY - PHARMACY,PHARMACY
611,PHA751,GLUCOPHAGE 1 GM [ METFORMIN] [ CASH ONLY],PHARMACY,,TABS,7,10,INVENTORY - PHARMACY,PHARMACY
612,LAB007,GLUCOSE STRIPS,LAB ITEMS,,PKT,1000,0,LABORATORY EQUIPMENT,LABORATORY
613,PHA569,GLUCOWELL 50/500MG[VILDAGLIPTIN AND METFORMIN] (CASH),PHARMACY,,TABS,40,50,INVENTORY - PHARMACY,PHARMACY
614,PHA366,GLYCERINE 4MG SUPPOSITORIES 0,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
615,PHA471,GLYKOF 120ML 0,PHARMACY,,TABS,0,270,INVENTORY - PHARMACY,PHARMACY
616,5043,GOLD CROWN MILK 200ML,CANTEEN & CATERING,,CARTONS,600,735,PREPAID SERVICE CONTRACTS,
617,LAB047,GONORREHEA ANTIGEN,LAB ITEMS,,PKT,6900,0,COS-LABORATORY,LABORATORY
618,PHA809,GP SIZE 35,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
619,PHA810,GP SIZE 40,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
620,PHA689,GRABACIN -3 OINTMENT CASH.,PHARMACY,,TABS,171,250,INVENTORY - PHARMACY,PHARMACY
621,56,GRAMA MASALA,CANTEEN & CATERING,,PIECES,0,0,COS-CANTEEN,CANTEEN INCOME
622,CO5030,GREEN BANANAS,CANTEEN & CATERING,,OTHERS,400,0,RENTS DEPOSITS RECEIVABLE,
623,34,GREEN GRAMS (NDENGU) (CANTEEN),CANTEEN & CATERING,,KGS,130,130,PREPAID SERVICE CONTRACTS,
624,PHA968,GREEN HERMATAGES,PHARMACY,,TABS,1950,0,INVENTORY - PHARMACY,PHARMACY
625,54,GREEN MAIZE,CANTEEN & CATERING,,KGS,0,0,COS-CANTEEN,CANTEEN INCOME
626,22,GREEN MAIZE (CANTEEN),CANTEEN & CATERING,,KGS,16.67,16.67,PREPAID SERVICE CONTRACTS,
627,4100,GREEN PEAS,CANTEEN & CATERING,,OTHERS,100,100,PREPAID SERVICE CONTRACTS,
628,PHA174,GRISEOFULVIN TABS 125MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
629,PHA172,GRISEOFULVIN TABS 250MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
630,PHA173,GRISEOFULVIN TABS 500MG CASH ONLY],PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
631,5046,GUARD TOOTHPASTE 150GRAMS,CANTEEN & CATERING,,PIECES,37.5,50,PREPAID SERVICE CONTRACTS,
632,PHA1015,GUEDEL AIRWAYS ADULT[ORANGE ] SZ 4,PHARMACY,,PIECES,150,250,INVENTORY - PHARMACY,PHARMACY
633,PHA922,GUEDEL AIRWAYS NEONATE [ PINK] SZ 3.5,PHARMACY,,TABS,105,200,INVENTORY - PHARMACY,PHARMACY
634,PHA924,GUEDEL AIRWAYS PEDIATRIC [ BLACK],PHARMACY,,TABS,105,200,INVENTORY - PHARMACY,PHARMACY
635,PHA923,GUEDEL AIRWAYS PEDIATRIC [ BLUE],PHARMACY,,TABS,105,200,INVENTORY - PHARMACY,PHARMACY
636,PHA925,GUEDEL AIRWAYS PEDIATRIC [ WHITE OR PURPLE],PHARMACY,,TABS,105,200,INVENTORY - PHARMACY,PHARMACY
637,LAB012,H. PYLORI ANTIGEN,LAB ITEMS,,PKT,2700,0,LABORATORY EQUIPMENT,LABORATORY
638,PHA631,H. PYLORI ANTIGEN (25 CASSETTES),PHARMACY,,TABS,232,700,INVENTORY - PHARMACY,PHARMACY
639,LAB043,HALOGEN LAMP,LAB ITEMS,,PIECES,18000,0,COS-LABORATORY,LABORATORY
640,PHA319,HALOPERIDOL 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
641,PHA676,HALOTHANE 100/250 BOTTLE,PHARMACY,,TABS,3932,6000,INVENTORY - PHARMACY,PHARMACY
642,CANTEEN056,HAND KERCHIEFS (WHITE),CANTEEN & CATERING,,PIECES,10,30,PREPAID SERVICE CONTRACTS,
643,PHA799,HANDPIECE SPRAY BENDECHK,PHARMACY,,TABS,2000,2000,INVENTORY - PHARMACY,PHARMACY
644,PHA643,HB STRIPS 25S,PHARMACY,,TABS,0,3000,INVENTORY - PHARMACY,PHARMACY
645,LAB050,HBA1C ICHROMA,LAB ITEMS,,PKT,11400,0,COS-LABORATORY,LABORATORY
646,PHA781,HEAD CAPS,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
647,345015,HEAT CURE LIQUID,DENTAL,,PKT,1500,0,COS-DENTAL,DENTAL
648,345014,HEAT CURE POWDER,DENTAL,,PKT,1500,0,COS-DENTAL,DENTAL
649,PHA928,HEATER,PHARMACY,,TABS,8500,0,INVENTORY - PHARMACY,PHARMACY
650,LAB025,HEMATOLOGY CONTROL,LAB ITEMS,,ML,6960,0,LABORATORY EQUIPMENT,LABORATORY
651,PHA175,HEMFER SOFTGEL CAPS,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
652,PHA176,HEMOSAN CAPS,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
653,PHA177,HEMOTON-S SYRUP 250ML,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
654,PHA390,HEPARIN INJ 5000 IU/ML PER ML [I ML],PHARMACY,,TABS,131,300,INVENTORY - PHARMACY,PHARMACY
655,PHA590,HEPATITIS A,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
656,PHA638,HEPATITIS B,PHARMACY,,TABS,0,5000,INVENTORY - PHARMACY,PHARMACY
